angle,shoulder_movement,rep_time,label,arm
20.901152547463557,0.02656838297843933,0.046347618103027344,1,LEFT
15.617070598533102,0.026859939098358154,0.13771772384643555,1,LEFT
26.8252651203217,0.04071815311908722,0.23167848587036133,1,RIGHT
37.47787627456602,0.030711829662322998,0.2320559024810791,1,RIGHT
27.961849186573716,0.04732102155685425,0.09361124038696289,1,RIGHT
39.49011054912763,0.10961699485778809,2.6131372451782227,0,LEFT
39.32852927064314,0.07413110136985779,0.11183571815490723,0,LEFT
39.065370159631925,0.1140013039112091,1.5959372520446777,0,RIGHT
33.205010316919534,0.19151847064495087,1.318443775177002,0,RIGHT
39.60009728099914,0.1821163296699524,0.49779367446899414,0,LEFT
9.43936441192308,0.1451801061630249,0.033776044845581055,0,LEFT
26.31921011800364,0.04458397626876831,0.0916297435760498,0,RIGHT
20.822990728141335,0.035876065492630005,0.1849384307861328,1,RIGHT
31.777685325713737,0.030678600072860718,0.09225893020629883,1,RIGHT
8.72854224834584,0.012719035148620605,0.04403948783874512,1,LEFT
3.3605652331788063,0.08860905468463898,0.048786163330078125,0,RIGHT
7.560549404322055,0.06090688705444336,0.0461883544921875,1,RIGHT
3.2816111538765798,0.04504662752151489,0.045361995697021484,1,LEFT
38.64432020131622,0.025843441486358643,0.1265428066253662,0,RIGHT
19.716730959379706,0.007178515195846558,0.09090709686279297,1,RIGHT
